"","Title","Author_URL","Author_Name","App_Version","Rating","Review","Date","app_name","ReviewLength"
"92","Great app, but not good enough","https://itunes.apple.com/us/reviews/id379687180","<U+0001F30B><U+0001F30C><U+0001F320><U+2B50><U+0001F319>","3.63.0",3,"So I love this app. It’s very helpful for grief, sadness, loneliness, stress, and anxiety, all of which I am facing currently. I lost my dad in May, and I am going through a lot. I am a minor, so I have no source of income whatsoever. The amount of free stuff on the app is so small compared to the rest of the app. I cannot buy a subscription. I was able to email someone to ask for an extended time for what was free to me on the app. Thankfully they gave me 1 free month. Once I was able to explore the app, it was phenomenal. But I don’t have money, and you can’t grieve the death of a parent in a month. So if you have money, good <U+0001F44D> you’re covered. However if you’re like me a teenager who is looking to get a job and has zero money, then this app is not worth it.",2019-06-18,"headspace",769
"93","Not free","https://itunes.apple.com/us/reviews/id147024870","Ffhvyjhfhdh","3.63.0",1,"I used this app every night to help me sleep but after a week EVERYTHING is locked, I found out you need to buy a subscription to do anything. Great app, but it wasn’t very clear about paying",2019-06-18,"headspace",191
"94","Great app however...","https://itunes.apple.com/us/reviews/id709967202","carolineehall91","3.63.0",3,"The gamification of this app is counterintuitive. For example I had a streak of over 100 days. I was so proud of that and it kept me motivated to continue. However my streak got wiped and I’m not even sure why. My boyfriend joked that this app that’s supposed to help me relax and reframe thoughts has me upset because I missed a day. 
If I look at my journey I see that each session date is sequential and doesn’t miss a date. This is the second time this has happened to me. I don’t know why my streak gets erased, and sometimes I feel like it adds a day randomly. 
I don’t think this would bother me so much if I wasn’t paying for this. And I know that this feature of the app is the least important aspect or function of the app. But for a product that’s supposed to help you practice mindfulness and acceptance this doesn’t help the users. Now that my streak has reset for the second time I felt the need to review.
I hope you can fix this bug. Or at least let users know how the streak is measured, because you can meditate each calendar day but that doesn’t mean it counts for your streak.",2019-06-18,"headspace",1096
"95","Headspace has changed my life","https://itunes.apple.com/us/reviews/id193006700","cookiemonster8619","3.63.0",5,"Headspace helps me reset my brain and be a better person. I always feel better after 10 minutes a day, and it has helped my mental health and self care immensely.",2019-06-17,"headspace",162
"96","Got me started","https://itunes.apple.com/us/reviews/id286131130","Laura218685","3.63.0",5,"After about 10 years of saying that I wanted to start to meditate, I downloaded the Headspace app. I have bought multiple books and CDs in the past and it was this app that got me into a regular practice. It helped immensely and I found that the packs got me through many different aspects of meditating and helped me cope with life’s challenges. I have started to try out other meditation apps for variety, but I will highly recommend headspace for anyone starting this journey.",2019-06-17,"headspace",479
"97","please unlock more things for users who can’t afford the rest of the app","https://itunes.apple.com/us/reviews/id1036113365","headspacelover222","3.63.0",5,"pretty please",2019-06-17,"headspace",13
"98","An awesome app","https://itunes.apple.com/us/reviews/id109273047","Thomanthwhitaker","3.63.0",5,"I have used Headspace darn near daily now for three years. Thank you for this incredible product that has changed my life in a very positive way.",2019-06-17,"headspace",145
"99","Take a minute ..","https://itunes.apple.com/us/reviews/id354490150","HailHeem","3.61.0",4,"From everything that’s going on in the world. Only been using for about 2 weeks and I can honestly say it’s a “breath of fresh air” . 
Take the time out and invest into your mind <U+0001F9E0>.",2019-06-17,"headspace",181
"100","Awesome","https://itunes.apple.com/us/reviews/id803452895","Jnasty72","3.61.0",5,"Very impressed.",2019-06-17,"headspace",15
"101","Favorite App","https://itunes.apple.com/us/reviews/id384684147","Trc1102","3.61.0",5,"I use Headspace every day! It helps me with everyday stress and anxiety, as well as getting to sleep at night.",2019-06-17,"headspace",110
"102","Lani","https://itunes.apple.com/us/reviews/id1035390866","<U+1D09>u<U+0250>l","3.61.0",5,"Lemme keep it simple, I like this app it’s amazing.",2019-06-17,"headspace",51
"103","This Is the Best Relaxing Meditation app ever","https://itunes.apple.com/us/reviews/id1035844252","ItsGoodifILikeit","3.61.0",5,"It made me cry of how beautiful it was and it really helped with sleep and my anxiety love use this app",2019-06-17,"headspace",103
"104","Many Options","https://itunes.apple.com/us/reviews/id270522415","dessenj","3.61.0",5,"I wish there were more free options.",2019-06-17,"headspace",36
"105","Expensive","https://itunes.apple.com/us/reviews/id362599588","Mingling023","3.61.0",2,"Would be a lot better if you didn’t have to pay for everything.",2019-06-17,"headspace",63
"106","Because paying $70/yr really helps people, right","https://itunes.apple.com/us/reviews/id165122570","Starry745","3.61.0",1,"Don’t respond to this and tell me to email y’all. I’m not going to. It seems like y’all don’t respond anyway. 

It’s funny (read: exploitative) how when you download the app it’s all cute and optimistic and then boom: $70/yr to use most of the app. Shocking. Deleted.",2019-06-17,"headspace",267
"107","Just 10-12 min a day can reset your mind","https://itunes.apple.com/us/reviews/id683861131","JacksonXavier","3.61.0",5,"I love how it feels right after I meditate. It doesn’t get boring as there are many different sessions. It also makes me feel mentally balanced for most of my day. Not that I am unbalanced if I don’t meditate but I do find that I am less likely to stress out or get angry at stressful situations if I meditate regularly. This is a helpful app to try to keep on track with meditation and when you feel better first thing in the morning, you are more likely to follow through the rest of the day with other things that may you feel better like exercise and eating better.",2019-06-16,"headspace",569
"108","Everything!","https://itunes.apple.com/us/reviews/id193848456","Ryanne Benni","3.61.0",5,"Headspace has everything to help me relax. It’s amazing and It really, especially helps me fall asleep. I use it on the go, on airplanes, at Disney World, at home, even at my relatives’ houses. Like now! I used it last night because I am spending the night at my aunt’s house!",2019-06-16,"headspace",276
"109","Pay for peace","https://itunes.apple.com/us/reviews/id1002159582","vibrating bucket","3.61.0",1,"I guess I’m too broke to be relaxed, because for me, it’s too expensive <U+0001F937><U+200D><U+2642><U+FE0F>",2019-06-16,"headspace",76
"110","Everyone should try this!","https://itunes.apple.com/us/reviews/id1035168525","ozennyboy","3.61.0",5,"I never mediated on a regular basis due to a busy lifestyle but this has helped me with finding time to do so. With even a 5 min guided meditation, I’ve paused to take a moment to settle my thoughts before I get on with my day. I do wish this app could partner with health insurance companies or something like that because I can’t afford the membership. Meditation tools need to be a part of your mental health plan. However, don’t let that stop you from trying the free guided meditations this app offers!",2019-06-15,"headspace",507
